janela2: .word 28, 43
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,199,199,
199,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,92,101,
199,199,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,148,199,199,
199,199,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,19,199,199,
199,199,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,27,199,199,
199,199,157,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,27,199,199,199,
199,199,199,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,101,92,92,19,199,199,199,
199,199,199,101,101,92,101,92,92,92,92,92,92,92,92,92,92,92,92,92,92,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,255,255,255,255,245,255,92,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,255,255,255,245,245,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,255,255,245,245,255,235,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,255,245,245,255,236,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,245,245,255,236,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,245,245,255,236,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,245,245,255,236,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,245,245,255,236,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,245,245,255,236,255,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,245,245,255,236,255,255,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,93,92,245,245,255,236,255,255,255,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,19,199,199,199,
199,199,199,101,101,92,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,19,199,199,199,
199,199,199,101,101,92,101,92,92,92,92,92,92,92,92,92,92,92,92,92,92,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,255,255,255,245,245,255,92,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,255,255,245,245,255,235,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,255,245,245,255,236,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,245,245,255,236,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,245,245,255,236,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,245,245,255,236,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,245,245,255,236,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,245,245,255,236,255,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,245,245,255,236,255,255,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,245,245,255,236,255,255,255,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,93,92,246,255,255,236,255,255,255,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,19,199,199,199,
199,199,199,101,101,92,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,19,199,199,199,
199,100,100,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,92,101,199,199,
199,92,19,19,27,27,27,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,27,27,19,92,101,199,
199,199,92,91,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,19,19,199,199,199,
199,199,199,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,19,199,199,199,
199,199,199,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,19,199,199,199,
199,199,199,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,19,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


