janela0: .word 28, 43
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,199,199,
199,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,92,101,
199,199,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,148,199,199,
199,199,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,19,199,199,
199,199,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,27,199,199,
199,199,157,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,27,199,199,199,
199,199,199,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,101,92,92,19,199,199,199,
199,199,199,101,101,92,101,92,92,92,92,92,92,92,92,92,92,92,92,92,92,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,255,255,255,255,245,0,92,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,255,255,245,245,0,0,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,255,255,81,0,0,0,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,255,255,0,0,0,0,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,255,255,245,245,0,0,0,0,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,255,245,245,81,81,0,0,0,0,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,255,245,81,81,0,0,0,0,0,0,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,255,245,81,0,0,0,0,0,0,0,0,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,255,245,245,0,0,0,0,0,0,0,0,0,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,245,245,164,0,0,0,0,0,0,0,0,0,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,93,92,245,245,0,0,0,0,0,0,0,0,0,0,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,101,101,100,100,101,101,165,165,165,165,165,165,0,101,101,101,101,92,19,199,199,199,
199,199,199,101,101,92,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,19,199,199,199,
199,199,199,101,101,92,101,92,92,92,92,92,92,92,92,92,92,92,92,92,92,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,0,0,0,0,0,0,0,0,0,0,0,0,92,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,0,0,0,0,0,0,0,0,0,0,82,246,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,0,0,0,0,0,0,0,0,9,91,255,236,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,0,0,0,0,0,0,0,0,91,255,237,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,0,0,0,0,0,0,0,0,82,237,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,0,0,0,0,0,0,0,73,91,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,0,0,0,0,9,82,82,237,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,0,0,0,9,91,255,237,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,0,0,9,91,255,237,255,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,92,92,0,173,255,255,237,255,255,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,93,92,246,255,255,236,255,255,255,255,255,255,255,255,100,101,101,92,19,199,199,199,
199,199,199,101,101,92,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,19,199,199,199,
199,199,199,101,101,92,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,19,199,199,199,
199,100,100,101,101,100,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,101,92,92,101,199,199,
199,92,19,19,27,27,27,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,27,27,19,92,101,199,
199,199,92,91,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,19,19,199,199,199,
199,199,199,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,19,199,199,199,
199,199,199,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,19,199,199,199,
199,199,199,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,92,19,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


