cabecaoDoLamar: .word 32, 32
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,91,100,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,173,91,83,82,10,82,82,82,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,92,82,82,82,82,91,82,82,91,82,82,92,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,18,82,82,82,82,82,82,82,82,82,82,83,91,92,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,74,74,9,9,82,82,82,82,82,82,173,10,83,82,91,91,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,9,82,82,82,82,74,82,82,83,91,91,83,83,74,83,91,82,173,199,199,199,199,199,199,199,
199,199,199,199,199,199,92,9,9,74,74,82,83,91,92,101,92,101,101,91,74,74,82,82,83,199,199,199,199,199,199,199,
199,199,199,199,199,199,83,10,10,82,82,92,92,101,101,101,101,101,101,101,92,74,74,82,82,199,199,199,199,199,199,199,
199,199,199,199,199,199,165,10,92,91,92,93,101,101,165,101,102,102,102,102,100,74,82,82,82,199,199,199,199,199,199,199,
199,199,199,199,199,199,82,82,101,92,93,101,101,101,101,101,101,102,102,102,101,82,9,82,82,199,199,199,199,199,199,199,
199,199,199,199,199,199,9,18,92,101,101,101,101,101,101,101,101,101,102,101,101,82,82,74,82,199,199,199,199,199,199,199,
199,199,199,199,199,199,10,83,83,82,74,83,93,101,93,83,82,18,83,102,102,83,82,82,82,199,199,199,199,199,199,199,
199,199,199,199,199,199,74,92,91,100,92,92,83,92,92,92,92,101,100,92,101,101,82,82,82,199,199,199,199,199,199,199,
199,199,199,199,199,199,82,83,91,83,83,91,100,101,92,83,92,83,91,173,101,92,82,82,165,165,199,199,199,199,199,199,
199,199,199,199,199,199,82,92,92,92,92,92,83,93,93,93,92,101,92,100,101,165,91,93,102,174,199,199,199,199,199,199,
199,199,199,199,199,199,82,92,101,101,101,93,93,93,93,101,101,93,101,101,101,101,91,92,166,199,199,199,199,199,199,199,
199,199,199,199,199,199,165,92,93,101,93,92,101,102,101,92,93,101,101,101,101,101,92,93,101,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,83,92,93,92,83,92,92,83,92,84,93,101,101,101,91,91,101,165,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,83,91,83,82,82,82,82,82,83,83,92,93,101,100,91,92,101,83,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,82,82,82,91,83,83,83,83,83,82,91,100,92,92,91,91,173,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,82,73,82,92,83,83,92,93,93,92,83,92,91,91,91,82,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,82,9,9,74,92,83,83,92,101,92,82,82,91,91,83,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,73,9,9,82,82,83,83,83,83,82,82,82,91,91,10,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,9,9,9,73,10,10,74,82,74,82,82,91,100,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,9,9,9,9,9,9,73,9,73,82,83,92,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,10,9,74,74,82,82,83,100,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,100,83,83,92,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


